序号,申请人,单位,院系,高校名称,人才称号,入选年份,数据来源,原始链接
1,李德柜,澳门大学,工商管理学院,澳门大学,国家杰出青年科学基金获得者,2025,科学家之家公众号,https://zhuanlan.zhihu.com/p/xxxx
2,祝梦华,澳门科技大学,月球与行星科学全国重点实验室,澳门科技大学,国家杰出青年科学基金获得者,2025,科学家之家公众号,https://zhuanlan.zhihu.com/p/xxxx
3,陈琦,北京大学,环境科学与工程学院,北京大学,国家杰出青年科学基金获得者,2025,科学家之家公众号,https://zhuanlan.zhihu.com/p/xxxx
4,宫继成,北京大学,环境科学与工程学院,北京大学,国家杰出青年科学基金获得者,2025,科学家之家公众号,https://zhuanlan.zhihu.com/p/xxxx
5,刘思彤,北京大学,环境科学与工程学院,北京大学,国家杰出青年科学基金获得者,2025,科学家之家公众号,https://zhuanlan.zhihu.com/p/xxxx
6,陈克终,北京大学,人民医院胸外科,北京大学,国家杰出青年科学基金获得者,2025,科学家之家公众号,https://zhuanlan.zhihu.com/p/xxxx
7,法文哲,北京大学,地球与空间科学学院,北京大学,国家杰出青年科学基金获得者,2025,科学家之家公众号,https://zhuanlan.zhihu.com/p/xxxx
8,王晶,北京大学,药学院,北京大学,国家杰出青年科学基金获得者,2025,科学家之家公众号,https://zhuanlan.zhihu.com/p/xxxx
9,张艳席,北京大学,物理学院,北京大学,国家杰出青年科学基金获得者,2025,科学家之家公众号,https://zhuanlan.zhihu.com/p/xxxx
10,杨学林,北京大学,物理学院,北京大学,国家杰出青年科学基金获得者,2025,科学家之家公众号,https://zhuanlan.zhihu.com/p/xxxx
11,李凯,北京大学,汇丰商学院,北京大学,国家杰出青年科学基金获得者,2025,科学家之家公众号,https://zhuanlan.zhihu.com/p/xxxx
12,钟超,北京大学,基础医学院,北京大学,国家杰出青年科学基金获得者,2025,科学家之家公众号,https://zhuanlan.zhihu.com/p/xxxx
13,段小洁,北京大学,未来技术学院,北京大学,国家杰出青年科学基金获得者,2025,科学家之家公众号,https://zhuanlan.zhihu.com/p/xxxx
14,陈旸,北京大学,汇丰商学院,北京大学,国家杰出青年科学基金获得者,2025,科学家之家公众号,https://zhuanlan.zhihu.com/p/xxxx
15,庞全全,北京大学,先进制造与机器人学院,北京大学,国家杰出青年科学基金获得者,2025,科学家之家公众号,https://zhuanlan.zhihu.com/p/xxxx
16,金浏,北京工业大学,建筑工程学院,北京工业大学,国家杰出青年科学基金获得者,2025,科学家之家公众号,https://zhuanlan.zhihu.com/p/xxxx
17,张梦,北京航空航天大学,电子信息工程学院,北京航空航天大学,国家杰出青年科学基金获得者,2025,科学家之家公众号,https://zhuanlan.zhihu.com/p/xxxx
18,于海明,北京航空航天大学,集成电路科学与工程学院,北京航空航天大学,国家杰出青年科学基金获得者,2025,科学家之家公众号,https://zhuanlan.zhihu.com/p/xxxx
19,刘祥龙,北京航空航天大学,计算机学院,北京航空航天大学,国家杰出青年科学基金获得者,2025,科学家之家公众号,https://zhuanlan.zhihu.com/p/xxxx
20,杜文博,北京航空航天大学,交通科学与工程学院,北京航空航天大学,国家杰出青年科学基金获得者,2025,科学家之家公众号,https://zhuanlan.zhihu.com/p/xxxx
21,乔建忠,北京航空航天大学,自动化科学与电气工程学院,北京航空航天大学,国家杰出青年科学基金获得者,2025,科学家之家公众号,https://zhuanlan.zhihu.com/p/xxxx
22,张勇,北京化工大学,化工学院,北京化工大学,国家杰出青年科学基金获得者,2025,科学家之家公众号,https://zhuanlan.zhihu.com/p/xxxx
23,罗伟,北京科技大学,能源与环境工程学院,北京科技大学,国家杰出青年科学基金获得者,2025,科学家之家公众号,https://zhuanlan.zhihu.com/p/xxxx
24,高军恒,北京科技大学,碳中和研究院,北京科技大学,国家杰出青年科学基金获得者,2025,科学家之家公众号,https://zhuanlan.zhihu.com/p/xxxx
25,熊振东,北京理工大学,机械与车辆学院,北京理工大学,国家杰出青年科学基金获得者,2025,科学家之家公众号,https://zhuanlan.zhihu.com/p/xxxx
26,周家东,北京师范大学,物理学院,北京师范大学,国家杰出青年科学基金获得者,2025,科学家之家公众号,https://zhuanlan.zhihu.com/p/xxxx
27,陈洁波,北京师范大学,地理科学学部,北京师范大学,国家杰出青年科学基金获得者,2025,科学家之家公众号,https://zhuanlan.zhihu.com/p/xxxx
28,赵宇鵷,成都理工大学,地球与行星科学学院,成都理工大学,国家杰出青年科学基金获得者,2025,科学家之家公众号,https://zhuanlan.zhihu.com/p/xxxx
29,杨明辉,大连理工大学,环境学院,大连理工大学,国家杰出青年科学基金获得者,2025,科学家之家公众号,https://zhuanlan.zhihu.com/p/xxxx
30,谢宏彬,大连理工大学,环境学院,大连理工大学,国家杰出青年科学基金获得者,2025,科学家之家公众号,https://zhuanlan.zhihu.com/p/xxxx
31,侯明军,大连理工大学,能源与动力学院,大连理工大学,国家杰出青年科学基金获得者,2025,科学家之家公众号,https://zhuanlan.zhihu.com/p/xxxx
32,张钢刚,大连理工大学,化工学院,大连理工大学,国家杰出青年科学基金获得者,2025,科学家之家公众号,https://zhuanlan.zhihu.com/p/xxxx
33,王政,电子科技大学,集成电路学院,电子科技大学,国家杰出青年科学基金获得者,2025,科学家之家公众号,https://zhuanlan.zhihu.com/p/xxxx
34,乔梁,电子科技大学,物理学院,电子科技大学,国家杰出青年科学基金获得者,2025,科学家之家公众号,https://zhuanlan.zhihu.com/p/xxxx
35,何本国,东北大学,资源与土木工程学院,东北大学,国家杰出青年科学基金获得者,2025,科学家之家公众号,https://zhuanlan.zhihu.com/p/xxxx
36,孟凡利,东北大学,信息科学与工程学院,东北大学,国家杰出青年科学基金获得者,2025,科学家之家公众号,https://zhuanlan.zhihu.com/p/xxxx
37,陈艳萍,东北大学,数学系,东北大学,国家杰出青年科学基金获得者,2025,科学家之家公众号,https://zhuanlan.zhihu.com/p/xxxx
38,柳波,东北石油大学,地球科学学院,东北石油大学,国家杰出青年科学基金获得者,2025,科学家之家公众号,https://zhuanlan.zhihu.com/p/xxxx
39,刘志远,东南大学,交通学院,东南大学,国家杰出青年科学基金获得者,2025,科学家之家公众号,https://zhuanlan.zhihu.com/p/xxxx
40,陈武,东南大学,电气工程学院,东南大学,国家杰出青年科学基金获得者,2025,科学家之家公众号,https://zhuanlan.zhihu.com/p/xxxx
41,罗桑,东南大学,交通学院,东南大学,国家杰出青年科学基金获得者,2025,科学家之家公众号,https://zhuanlan.zhihu.com/p/xxxx
42,罗雄剑,东南大学,生命健康高等研究院,东南大学,国家杰出青年科学基金获得者,2025,科学家之家公众号,https://zhuanlan.zhihu.com/p/xxxx
43,陈帅飞,福建农林大学,林学院,福建农林大学,国家杰出青年科学基金获得者,2025,科学家之家公众号,https://zhuanlan.zhihu.com/p/xxxx
44,江飞,福州大学,数统学院,福州大学,国家杰出青年科学基金获得者,2025,科学家之家公众号,https://zhuanlan.zhihu.com/p/xxxx
45,陈惠鹏,福州大学,物理与信息工程学院,福州大学,国家杰出青年科学基金获得者,2025,科学家之家公众号,https://zhuanlan.zhihu.com/p/xxxx
46,邱锡鹏,复旦大学,计算机科学技术学院,复旦大学,国家杰出青年科学基金获得者,2025,科学家之家公众号,https://zhuanlan.zhihu.com/p/xxxx
47,方明亮,复旦大学,环境科学与工程系,复旦大学,国家杰出青年科学基金获得者,2025,科学家之家公众号,https://zhuanlan.zhihu.com/p/xxxx
48,王敬文,复旦大学,生命科学学院,复旦大学,国家杰出青年科学基金获得者,2025,科学家之家公众号,https://zhuanlan.zhihu.com/p/xxxx
49,许凯亮,复旦大学,信息科学与工程学院,复旦大学,国家杰出青年科学基金获得者,2025,科学家之家公众号,https://zhuanlan.zhihu.com/p/xxxx
50,张波,复旦大学,高分子科学系,复旦大学,国家杰出青年科学基金获得者,2025,科学家之家公众号,https://zhuanlan.zhihu.com/p/xxxx
51,乔亮,复旦大学,化学系,复旦大学,国家杰出青年科学基金获得者,2025,科学家之家公众号,https://zhuanlan.zhihu.com/p/xxxx
52,李晓民,复旦大学,化学系,复旦大学,国家杰出青年科学基金获得者,2025,科学家之家公众号,https://zhuanlan.zhihu.com/p/xxxx
53,吴河辉,复旦大学,数学科学学院,复旦大学,国家杰出青年科学基金获得者,2025,科学家之家公众号,https://zhuanlan.zhihu.com/p/xxxx
54,徐青,广东工业大学,生态环境学院,广东工业大学,国家杰出青年科学基金获得者,2025,科学家之家公众号,https://zhuanlan.zhihu.com/p/xxxx
55,赵青,广东省科学院生态环境与土壤研究所,生态环境与土壤研究所,广东省科学院,国家杰出青年科学基金获得者,2025,科学家之家公众号,https://zhuanlan.zhihu.com/p/xxxx
56,梁文华,广州医科大学附属第一医院,附属第一医院,广州医科大学,国家杰出青年科学基金获得者,2025,科学家之家公众号,https://zhuanlan.zhihu.com/p/xxxx
57,张涛,国家海洋局第二海洋研究所,第二海洋研究所,国家海洋局,国家杰出青年科学基金获得者,2025,科学家之家公众号,https://zhuanlan.zhihu.com/p/xxxx
58,刘贤明,哈尔滨工业大学,计算机学院,哈尔滨工业大学,国家杰出青年科学基金获得者,2025,科学家之家公众号,https://zhuanlan.zhihu.com/p/xxxx
59,吴爱国,哈尔滨工业大学(深圳),机电工程与自动化学院,哈尔滨工业大学(深圳),国家杰出青年科学基金获得者,2025,科学家之家公众号,https://zhuanlan.zhihu.com/p/xxxx
60,麻勇,哈尔滨医科大学,附属第一医院普外科,哈尔滨医科大学,国家杰出青年科学基金获得者,2025,科学家之家公众号,https://zhuanlan.zhihu.com/p/xxxx
61,田进伟,哈尔滨医科大学,附属第二医院心内科,哈尔滨医科大学,国家杰出青年科学基金获得者,2025,科学家之家公众号,https://zhuanlan.zhihu.com/p/xxxx
62,张家超,海南大学,食品科学与工程学院,海南大学,国家杰出青年科学基金获得者,2025,科学家之家公众号,https://zhuanlan.zhihu.com/p/xxxx
63,郑士建,河北工业大学,材料科学与工程学院,河北工业大学,国家杰出青年科学基金获得者,2025,科学家之家公众号,https://zhuanlan.zhihu.com/p/xxxx
64,金君良,河海大学,水灾害防御全国重点实验室,河海大学,国家杰出青年科学基金获得者,2025,科学家之家公众号,https://zhuanlan.zhihu.com/p/xxxx
65,张弛,河海大学,水灾害防御全国重点实验室,河海大学,国家杰出青年科学基金获得者,2025,科学家之家公众号,https://zhuanlan.zhihu.com/p/xxxx
66,申怀彬,河南大学,纳米科学与材料工程学院,河南大学,国家杰出青年科学基金获得者,2025,科学家之家公众号,https://zhuanlan.zhihu.com/p/xxxx
67,康旭东,湖南大学,人工智能与机器人学院,湖南大学,国家杰出青年科学基金获得者,2025,科学家之家公众号,https://zhuanlan.zhihu.com/p/xxxx
68,黄晟,湖南大学,电气与信息工程学院,湖南大学,国家杰出青年科学基金获得者,2025,科学家之家公众号,https://zhuanlan.zhihu.com/p/xxxx
69,宋国胜,湖南大学,化学化工学院,湖南大学,国家杰出青年科学基金获得者,2025,科学家之家公众号,https://zhuanlan.zhihu.com/p/xxxx
70,曾泽兵,湖南大学,化学化工学院,湖南大学,国家杰出青年科学基金获得者,2025,科学家之家公众号,https://zhuanlan.zhihu.com/p/xxxx
71,杨志南,华北理工大学,冶金与能源学院,华北理工大学,国家杰出青年科学基金获得者,2025,科学家之家公众号,https://zhuanlan.zhihu.com/p/xxxx
72,王海丰,华东理工大学,化学与分子工程学院,华东理工大学,国家杰出青年科学基金获得者,2025,科学家之家公众号,https://zhuanlan.zhihu.com/p/xxxx
73,韦小明,华南师范大学,物理与光电学院,华南师范大学,国家杰出青年科学基金获得者,2025,科学家之家公众号,https://zhuanlan.zhihu.com/p/xxxx
74,罗天永,华南师范大学,数学科学学院,华南师范大学,国家杰出青年科学基金获得者,2025,科学家之家公众号,https://zhuanlan.zhihu.com/p/xxxx
75,伍冬睿,华中科技大学,人工智能与自动化学院,华中科技大学,国家杰出青年科学基金获得者,2025,科学家之家公众号,https://zhuanlan.zhihu.com/p/xxxx
76,夏丽敏,华中科技大学,同济医学院附属同济医院,华中科技大学,国家杰出青年科学基金获得者,2025,科学家之家公众号,https://zhuanlan.zhihu.com/p/xxxx
77,夏天,华中科技大学,软件学院,华中科技大学,国家杰出青年科学基金获得者,2025,科学家之家公众号,https://zhuanlan.zhihu.com/p/xxxx
78,孙朝阳,华中科技大学,同济医学院附属同济医院心血管内科,华中科技大学,国家杰出青年科学基金获得者,2025,科学家之家公众号,https://zhuanlan.zhihu.com/p/xxxx
79,牛广达,华中科技大学,武汉光电国家研究中心,华中科技大学,国家杰出青年科学基金获得者,2025,科学家之家公众号,https://zhuanlan.zhihu.com/p/xxxx
80,余宇,华中科技大学,武汉光电国家研究中心,华中科技大学,国家杰出青年科学基金获得者,2025,科学家之家公众号,https://zhuanlan.zhihu.com/p/xxxx
81,宋波,华中科技大学,材料学院,华中科技大学,国家杰出青年科学基金获得者,2025,科学家之家公众号,https://zhuanlan.zhihu.com/p/xxxx
82,周迎,华中科技大学,土木与水利工程学院,华中科技大学,国家杰出青年科学基金获得者,2025,科学家之家公众号,https://zhuanlan.zhihu.com/p/xxxx
83,袁烨,华中科技大学,人工智能与自动化学院,华中科技大学,国家杰出青年科学基金获得者,2025,科学家之家公众号,https://zhuanlan.zhihu.com/p/xxxx
84,池明,华中科技大学,人工智能与自动化学院,华中科技大学,国家杰出青年科学基金获得者,2025,科学家之家公众号,https://zhuanlan.zhihu.com/p/xxxx
85,陈学文,华中科技大学,物理学院,华中科技大学,国家杰出青年科学基金获得者,2025,科学家之家公众号,https://zhuanlan.zhihu.com/p/xxxx
86,李国田,华中农业大学,植物科学技术学院,华中农业大学,国家杰出青年科学基金获得者,2025,科学家之家公众号,https://zhuanlan.zhihu.com/p/xxxx
87,罗晓峰,华中师范大学,物理学院,华中师范大学,国家杰出青年科学基金获得者,2025,科学家之家公众号,https://zhuanlan.zhihu.com/p/xxxx
88,窦传冬,吉林大学,化学学院,吉林大学,国家杰出青年科学基金获得者,2025,科学家之家公众号,https://zhuanlan.zhihu.com/p/xxxx
89,刘方猛,吉林大学,电子科学与工程学院,吉林大学,国家杰出青年科学基金获得者,2025,科学家之家公众号,https://zhuanlan.zhihu.com/p/xxxx
90,孙鹏,吉林大学,电子科学与工程学院,吉林大学,国家杰出青年科学基金获得者,2025,科学家之家公众号,https://zhuanlan.zhihu.com/p/xxxx
91,马志超,吉林大学,机械与航空航天工程学院,吉林大学,国家杰出青年科学基金获得者,2025,科学家之家公众号,https://zhuanlan.zhihu.com/p/xxxx
92,王春成,吉林大学,原子与分子物理研究所,吉林大学,国家杰出青年科学基金获得者,2025,科学家之家公众号,https://zhuanlan.zhihu.com/p/xxxx
93,李彬,江苏省农业科学院兽医研究所,兽医研究所,江苏省农业科学院,国家杰出青年科学基金获得者,2025,科学家之家公众号,https://zhuanlan.zhihu.com/p/xxxx
94,张程,解放军总医院第四医学中心,骨科,解放军总医院,国家杰出青年科学基金获得者,2025,科学家之家公众号,https://zhuanlan.zhihu.com/p/xxxx
95,贾娜,军事医学研究院,第三附属医院,军事医学研究院,国家杰出青年科学基金获得者,2025,科学家之家公众号,https://zhuanlan.zhihu.com/p/xxxx
96,李永明,辽宁工业大学,电气工程学院,辽宁工业大学,国家杰出青年科学基金获得者,2025,科学家之家公众号,https://zhuanlan.zhihu.com/p/xxxx
97,牛建钦,陆军军医大学,基础医学院,陆军军医大学,国家杰出青年科学基金获得者,2025,科学家之家公众号,https://zhuanlan.zhihu.com/p/xxxx
98,曾文,陆军军医大学,基础医学院,陆军军医大学,国家杰出青年科学基金获得者,2025,科学家之家公众号,https://zhuanlan.zhihu.com/p/xxxx
99,范晔,陆军军医大学新桥医院,重症医学科,陆军军医大学,国家杰出青年科学基金获得者,2025,科学家之家公众号,https://zhuanlan.zhihu.com/p/xxxx
100,李猛,南昌大学,空间科学与技术研究院,南昌大学,国家杰出青年科学基金获得者,2025,科学家之家公众号,https://zhuanlan.zhihu.com/p/xxxx
101,周贵新,南方科技大学,材料系,南方科技大学,国家杰出青年科学基金获得者,2025,科学家之家公众号,https://zhuanlan.zhihu.com/p/xxxx
102,胡延庆,南方科技大学,统计与数据科学系,南方科技大学,国家杰出青年科学基金获得者,2025,科学家之家公众号,https://zhuanlan.zhihu.com/p/xxxx
103,刘奇航,南方科技大学,物理系,南方科技大学,国家杰出青年科学基金获得者,2025,科学家之家公众号,https://zhuanlan.zhihu.com/p/xxxx
104,林君浩,南方科技大学,物理系,南方科技大学,国家杰出青年科学基金获得者,2025,科学家之家公众号,https://zhuanlan.zhihu.com/p/xxxx
105,饶枫,南方科技大学,生命科学学院,南方科技大学,国家杰出青年科学基金获得者,2025,科学家之家公众号,https://zhuanlan.zhihu.com/p/xxxx
106,应佚伦,南京大学,化学化工学院,南京大学,国家杰出青年科学基金获得者,2025,科学家之家公众号,https://zhuanlan.zhihu.com/p/xxxx
107,梁勇,南京大学,化学化工学院,南京大学,国家杰出青年科学基金获得者,2025,科学家之家公众号,https://zhuanlan.zhihu.com/p/xxxx
108,朱从青,南京大学,化学化工学院,南京大学,国家杰出青年科学基金获得者,2025,科学家之家公众号,https://zhuanlan.zhihu.com/p/xxxx
109,李劼,南京大学,化学化工学院,南京大学,国家杰出青年科学基金获得者,2025,科学家之家公众号,https://zhuanlan.zhihu.com/p/xxxx
110,钟寰,南京大学,环境学院,南京大学,国家杰出青年科学基金获得者,2025,科学家之家公众号,https://zhuanlan.zhihu.com/p/xxxx
111,张钟宝,南京大学,电子科学与工程学院,南京大学,国家杰出青年科学基金获得者,2025,科学家之家公众号,https://zhuanlan.zhihu.com/p/xxxx
112,王学锋,南京大学,电子科学与工程学院,南京大学,国家杰出青年科学基金获得者,2025,科学家之家公众号,https://zhuanlan.zhihu.com/p/xxxx
113,王涛,南京大学,天文与空间科学学院,南京大学,国家杰出青年科学基金获得者,2025,科学家之家公众号,https://zhuanlan.zhihu.com/p/xxxx
114,程鑫,南京大学,天文与空间科学学院,南京大学,国家杰出青年科学基金获得者,2025,科学家之家公众号,https://zhuanlan.zhihu.com/p/xxxx
115,丁利军,南京大学鼓楼医院,生殖医学中心,南京大学,国家杰出青年科学基金获得者,2025,科学家之家公众号,https://zhuanlan.zhihu.com/p/xxxx
116,王雷,南京大学,物理学院,南京大学,国家杰出青年科学基金获得者,2025,科学家之家公众号,https://zhuanlan.zhihu.com/p/xxxx
117,宋培建,南京大学,商学院,南京大学,国家杰出青年科学基金获得者,2025,科学家之家公众号,https://zhuanlan.zhihu.com/p/xxxx
118,雷鹏,南京大学,大气科学学院,南京大学,国家杰出青年科学基金获得者,2025,科学家之家公众号,https://zhuanlan.zhihu.com/p/xxxx
119,闫超,南京大学,生命科学学院,南京大学,国家杰出青年科学基金获得者,2025,科学家之家公众号,https://zhuanlan.zhihu.com/p/xxxx
120,黄铠,南京航空航天大学,航空学院,南京航空航天大学,国家杰出青年科学基金获得者,2025,科学家之家公众号,https://zhuanlan.zhihu.com/p/xxxx
121,肖大伟,南京理工大学,机械工程学院,南京理工大学,国家杰出青年科学基金获得者,2025,科学家之家公众号,https://zhuanlan.zhihu.com/p/xxxx
122,刘树伟,南京农业大学,资源与环境科学学院,南京农业大学,国家杰出青年科学基金获得者,2025,科学家之家公众号,https://zhuanlan.zhihu.com/p/xxxx
123,汪秀星,南京医科大学,基础医学院,南京医科大学,国家杰出青年科学基金获得者,2025,科学家之家公众号,https://zhuanlan.zhihu.com/p/xxxx
124,王晓晨,南开大学,化学学院,南开大学,国家杰出青年科学基金获得者,2025,科学家之家公众号,https://zhuanlan.zhihu.com/p/xxxx
125,张振杰,南开大学,化学学院,南开大学,国家杰出青年科学基金获得者,2025,科学家之家公众号,https://zhuanlan.zhihu.com/p/xxxx
126,王鑫,南开大学,环境科学与工程学院,南开大学,国家杰出青年科学基金获得者,2025,科学家之家公众号,https://zhuanlan.zhihu.com/p/xxxx
127,贡红日,南开大学,生命科学学院,南开大学,国家杰出青年科学基金获得者,2025,科学家之家公众号,https://zhuanlan.zhihu.com/p/xxxx
128,刘阳,南开大学,化学学院,南开大学,国家杰出青年科学基金获得者,2025,科学家之家公众号,https://zhuanlan.zhihu.com/p/xxxx
129,李亮,南开大学,物理学院,南开大学,国家杰出青年科学基金获得者,2025,科学家之家公众号,https://zhuanlan.zhihu.com/p/xxxx
130,金灿,南开大学,水利与土木工程学院,南开大学,国家杰出青年科学基金获得者,2025,科学家之家公众号,https://zhuanlan.zhihu.com/p/xxxx
131,李仙岳,内蒙古农业大学,水利与土木建筑工程学院,内蒙古农业大学,国家杰出青年科学基金获得者,2025,科学家之家公众号,https://zhuanlan.zhihu.com/p/xxxx
132,徐江飞,清华大学,化学系,清华大学,国家杰出青年科学基金获得者,2025,科学家之家公众号,https://zhuanlan.zhihu.com/p/xxxx
133,郑增球,清华大学,基础医学院,清华大学,国家杰出青年科学基金获得者,2025,科学家之家公众号,https://zhuanlan.zhihu.com/p/xxxx
134,吕瑞涛,清华大学,材料学院,清华大学,国家杰出青年科学基金获得者,2025,科学家之家公众号,https://zhuanlan.zhihu.com/p/xxxx
135,吕卫涛,清华大学,五道口金融学院,清华大学,国家杰出青年科学基金获得者,2025,科学家之家公众号,https://zhuanlan.zhihu.com/p/xxxx
136,何潇,清华大学,自动化系,清华大学,国家杰出青年科学基金获得者,2025,科学家之家公众号,https://zhuanlan.zhihu.com/p/xxxx
137,刘琦,清华大学,电机工程系,清华大学,国家杰出青年科学基金获得者,2025,科学家之家公众号,https://zhuanlan.zhihu.com/p/xxxx
138,陈浩,清华大学,化学工程与生物工程学院,清华大学,国家杰出青年科学基金获得者,2025,科学家之家公众号,https://zhuanlan.zhihu.com/p/xxxx
139,陈竹,清华大学,地球系统科学系,清华大学,国家杰出青年科学基金获得者,2025,科学家之家公众号,https://zhuanlan.zhihu.com/p/xxxx
140,董丰丰,清华大学,经济管理学院,清华大学,国家杰出青年科学基金获得者,2025,科学家之家公众号,https://zhuanlan.zhihu.com/p/xxxx
141,曹知勉,厦门大学,近海海洋环境科学国家重点实验室,厦门大学,国家杰出青年科学基金获得者,2025,科学家之家公众号,https://zhuanlan.zhihu.com/p/xxxx
142,刘娟,厦门大学,信息学院,厦门大学,国家杰出青年科学基金获得者,2025,科学家之家公众号,https://zhuanlan.zhihu.com/p/xxxx
143,许振浩,山东大学,岩土工程中心/齐鲁交通学院,山东大学,国家杰出青年科学基金获得者,2025,科学家之家公众号,https://zhuanlan.zhihu.com/p/xxxx
144,张存生,山东大学,材料科学与工程学院,山东大学,国家杰出青年科学基金获得者,2025,科学家之家公众号,https://zhuanlan.zhihu.com/p/xxxx
145,王显伟,山东大学,生命科学学院,山东大学,国家杰出青年科学基金获得者,2025,科学家之家公众号,https://zhuanlan.zhihu.com/p/xxxx
146,宋勇峰,山东第一医科大学,附属中心医院内分泌科,山东第一医科大学,国家杰出青年科学基金获得者,2025,科学家之家公众号,https://zhuanlan.zhihu.com/p/xxxx
147,杨绪勇,上海大学,机电工程与自动化学院,上海大学,国家杰出青年科学基金获得者,2025,科学家之家公众号,https://zhuanlan.zhihu.com/p/xxxx
148,颜徐州,上海交通大学,化学化工学院,上海交通大学,国家杰出青年科学基金获得者,2025,科学家之家公众号,https://zhuanlan.zhihu.com/p/xxxx
149,蔡子,上海交通大学,物理与天文学院,上海交通大学,国家杰出青年科学基金获得者,2025,科学家之家公众号,https://zhuanlan.zhihu.com/p/xxxx
150,史志文,上海交通大学,物理与天文学院,上海交通大学,国家杰出青年科学基金获得者,2025,科学家之家公众号,https://zhuanlan.zhihu.com/p/xxxx
151,蔡宇伽,上海交通大学,系统生物医学研究院,上海交通大学,国家杰出青年科学基金获得者,2025,科学家之家公众号,https://zhuanlan.zhihu.com/p/xxxx
152,傅洛伊,上海交通大学,计算机学院,上海交通大学,国家杰出青年科学基金获得者,2025,科学家之家公众号,https://zhuanlan.zhihu.com/p/xxxx
153,盛斌,上海交通大学,第一人民医院,上海交通大学,国家杰出青年科学基金获得者,2025,科学家之家公众号,https://zhuanlan.zhihu.com/p/xxxx
154,张佳胤,上海交通大学附属第六人民医院,麻醉科,上海交通大学,国家杰出青年科学基金获得者,2025,科学家之家公众号,https://zhuanlan.zhihu.com/p/xxxx
155,许涛,上海交通大学附属仁济医院,仁济医院,上海交通大学,国家杰出青年科学基金获得者,2025,科学家之家公众号,https://zhuanlan.zhihu.com/p/xxxx
156,李佩盈,上海交通大学,生命科学技术学院,上海交通大学,国家杰出青年科学基金获得者,2025,科学家之家公众号,https://zhuanlan.zhihu.com/p/xxxx
